pdb-id,F_Voronota_glob_light_score,F_Voronota_glob_dark_score,F_Voronota_glob_area,F_Voronota_glob_area_per_atom,F_Voronota_glob_nonprotein_area,F_Voronota_glob_volume,F_Voronota_glob_volume_per_atom,F_Voronota_glob_energy,F_Voronota_glob_energy_norm,F_Voronota_glob_energy_per_atom,F_Voronota_glob_sas_area,F_Voronota_glob_sas_area_per_atom,F_Voronota_glob_sas_energy,F_Voronota_glob_sas_energy_norm,F_Voronota_glob_sas_energy_per_atom,F_Voronota_glob_nonsas_area,F_Voronota_glob_nonsas_area_per_atom,F_Voronota_glob_nonsas_energy,F_Voronota_glob_nonsas_energy_norm,F_Voronota_glob_nonsas_energy_per_atom,F_Voronota_iface_atoms,F_Voronota_iface_atoms_light_score,F_Voronota_iface_area,F_Voronota_iface_energy,F_Voronota_iface_energy_norm,F_Voronota_iface_energy_per_atom,F_Voronota_iface_shelled_energy,F_Voronota_iface_shelled_energy_norm,F_Voronota_iface_shelled_energy_per_atom,F_Voronota_iface_expanded_area,F_Voronota_iface_expanded_energy,F_Voronota_iface_expanded_energy_norm,F_Voronota_iface_expanded_energy_per_atom,F_Voronota_iface_expanded_shelled_energy,F_Voronota_iface_expanded_shelled_energy_norm,F_Voronota_iface_expanded_shelled_energy_per_atom,F_Voronota_split_light_score,F_Voronota_split_dark_score,F_Voronota_split_area,F_Voronota_split_area_per_atom,F_Voronota_split_volume,F_Voronota_split_volume_per_atom,F_Voronota_split_energy,F_Voronota_split_energy_norm,F_Voronota_split_energy_per_atom,F_Voronota_split_sas_area,F_Voronota_split_sas_area_per_atom,F_Voronota_split_sas_energy,F_Voronota_split_sas_energy_norm,F_Voronota_split_sas_energy_per_atom,F_Voronota_split_nonsas_area,F_Voronota_split_nonsas_area_per_atom,F_Voronota_split_nonsas_energy,F_Voronota_split_nonsas_energy_norm,F_Voronota_split_nonsas_energy_per_atom,F_Voronota_diff_glob_light_score,F_Voronota_diff_glob_dark_score,F_Voronota_diff_glob_area,F_Voronota_diff_glob_area_per_atom,F_Voronota_diff_glob_energy,F_Voronota_diff_glob_energy_norm,F_Voronota_diff_glob_energy_per_atom,F_Voronota_diff_glob_volume,F_Voronota_diff_glob_volume_per_atom,F_Voronota_diff_sas_area,F_Voronota_diff_sas_area_per_atom,F_Voronota_diff_sas_energy,F_Voronota_diff_sas_energy_norm,F_Voronota_diff_sas_energy_per_atom,F_Voronota_diff_nonsas_area,F_Voronota_diff_nonsas_area_per_atom,F_Voronota_diff_nonsas_energy,F_Voronota_diff_nonsas_energy_norm,F_Voronota_diff_nonsas_energy_per_atom,Training
3fjo_2,0.5399,0.66866,115215,12.07958,0,229876,24.10107,-27683.1,-0.24027,-2.9024,53930.4,5.65427,-2508.5,-0.04651,-0.263,61284.6,6.42531,-25174.6,-0.41078,-2.6394,372,0.38814,1301.51,-318.661,-0.24484,-0.03341,-321.708,-0.24718,-0.03373,4691.32,-867.972,-0.18502,-0.091,-895.92,-0.19097,-0.09393,0.53707,0.67256,116945,12.26096,231571,24.27878,-27693.9,-0.23681,-2.90353,56780.9,5.95312,-2783.22,-0.04902,-0.2918,60164.1,6.30783,-24910.68,-0.41405,-2.61173,0.00282,-0.00389,-1730,-0.18138,10.8,-0.00346,0.00113,-1695,-0.17771,-2850.5,-0.29886,274.72,0.0025,0.0288,1120.5,0.11748,-263.92,0.00326,-0.02767,0
3frl_1,0.50017,0.62429,44353.3,12.24215,0,88777.2,24.50378,-9712.03,-0.21897,-2.68066,22003.9,6.07339,-744.147,-0.03382,-0.2054,22349.4,6.16876,-8967.883,-0.40126,-2.47526,259,0.27698,1114.92,-443.932,-0.39817,-0.12253,-447.421,-0.4013,-0.12349,2649.39,-292.644,-0.11046,-0.08077,-531.367,-0.20056,-0.14666,0.48385,0.62379,45829.5,12.6496,90540,24.99034,-8838.02,-0.19285,-2.43942,24378.2,6.72873,-230.589,-0.00946,-0.06365,21451.3,5.92087,-8607.431,-0.40125,-2.37577,0.01632,0.00049,-1476.2,-0.40745,-874.01,-0.02612,-0.24124,-1762.8,-0.48656,-2374.3,-0.65534,-513.558,-0.02436,-0.14175,898.1,0.24789,-360.452,0,-0.09949,0
3frs_2,0.46949,0.6534,35522,12.56082,0,69388.7,24.53632,-7055.52,-0.19862,-2.49488,16670,5.89463,-843.484,-0.0506,-0.29826,18852,6.6662,-6212.036,-0.32952,-2.19662,264,0.41374,1119.42,-428.696,-0.38296,-0.15159,-468.404,-0.41843,-0.16563,2354.9,-734.984,-0.31211,-0.2599,-854.488,-0.36286,-0.30215,0.44609,0.62548,37096,13.1174,71314.9,25.21743,-6699.07,-0.18059,-2.36884,18986.1,6.71361,-839.731,-0.04423,-0.29693,18109.9,6.40378,-5859.339,-0.32354,-2.0719,0.0234,0.02793,-1574,-0.55658,-356.45,-0.01804,-0.12604,-1926.2,-0.68112,-2316.1,-0.81899,-3.753,-0.00637,-0.00133,742.1,0.26241,-352.697,-0.00597,-0.12472,0
3ftj_3,0.52568,0.69004,40720.6,12.34706,0,80381.3,24.37274,-9582.98,-0.23533,-2.90569,20137.8,6.10606,-1198.95,-0.05954,-0.36354,20582.8,6.24099,-8384.03,-0.40733,-2.54216,280,0.5315,1102.55,-262.187,-0.2378,-0.0795,-277.88,-0.25203,-0.08426,2643.21,-351.023,-0.1328,-0.10644,-447.281,-0.16922,-0.13562,0.50796,0.68699,42139.1,12.77717,82186.2,24.92001,-9054.35,-0.21487,-2.74541,22425.8,6.79982,-864.436,-0.03855,-0.26211,19713.3,5.97735,-8189.914,-0.41545,-2.4833,0.01772,0.00305,-1418.5,-0.43011,-528.63,-0.02047,-0.16029,-1804.9,-0.54727,-2288,-0.69375,-334.514,-0.02099,-0.10143,869.5,0.26364,-194.116,0.00812,-0.05886,0
3ftj_5,0.53283,0.69831,40354.3,12.23599,0,80054.7,24.27371,-9633.07,-0.23871,-2.92088,19629,5.95179,-1187.14,-0.06048,-0.35996,20725.3,6.2842,-8445.93,-0.40752,-2.56092,350,0.49149,1351.67,-402.281,-0.29762,-0.12198,-414.959,-0.307,-0.12582,2887.35,-521.201,-0.18051,-0.15804,-646.535,-0.22392,-0.19604,0.50785,0.68693,42139.1,12.77717,82186.4,24.92007,-9052.32,-0.21482,-2.74479,22425.7,6.79979,-864.241,-0.03854,-0.26205,19713.4,5.97738,-8188.079,-0.41536,-2.48274,0.02497,0.01137,-1784.8,-0.54118,-580.75,-0.02389,-0.17609,-2131.7,-0.64636,-2796.7,-0.848,-322.899,-0.02194,-0.09791,1011.9,0.30682,-257.851,0.00784,-0.07818,0
3g0f_1,0.50006,0.65573,56577,12.1462,0,113696,24.40876,-10897.9,-0.19262,-2.33961,26805.3,5.75468,1957.77,0.07304,0.4203,29771.7,6.39152,-12855.67,-0.43181,-2.75991,411,0.52936,1680.77,-746.834,-0.44434,-0.16033,-789.192,-0.46954,-0.16943,3326.61,-301.142,-0.09053,-0.06465,-823.641,-0.24759,-0.17682,0.47216,0.6365,58740.4,12.61065,116450,25,-9296.73,-0.15827,-1.99586,30237,6.49141,3055.64,0.10106,0.656,28503.4,6.11924,-12352.37,-0.43336,-2.65186,0.02789,0.01923,-2163.4,-0.46445,-1601.17,-0.03435,-0.34375,-2754,-0.59124,-3431.7,-0.73673,-1097.87,-0.02802,-0.2357,1268.3,0.27228,-503.3,0.00156,-0.10805,0
3g0k_1,0.44257,0.63009,24533.5,12.62011,0,48025.5,24.70448,-4002.2,-0.16313,-2.05874,12715,6.54064,707.39,0.05563,0.36388,11818.5,6.07948,-4709.59,-0.39849,-2.42263,320,0.475,1313.11,-577.041,-0.43945,-0.29683,-663.611,-0.50537,-0.34136,2859.43,-127.876,-0.04472,-0.06578,-688.529,-0.24079,-0.35418,0.36634,0.57227,26300.1,13.52886,50308.3,25.87876,-2928.14,-0.11134,-1.50624,15422.3,7.93328,1378.25,0.08937,0.70898,10877.8,5.59558,-4306.39,-0.39589,-2.21522,0.07623,0.05782,-1766.6,-0.90874,-1074.06,-0.0518,-0.5525,-2282.8,-1.17428,-2707.3,-1.39264,-670.86,-0.03373,-0.34509,940.7,0.4839,-403.2,-0.00261,-0.20741,0
3g13_1,0.40565,0.60047,30395,13.50289,0,58143.7,25.83016,-4495.98,-0.14792,-1.99733,16619.2,7.38303,-101.598,-0.00611,-0.04513,13775.8,6.11986,-4394.382,-0.31899,-1.95219,252,0.5018,1022.71,-493.86,-0.48289,-0.2194,-541.864,-0.52983,-0.24072,2012.25,-541.275,-0.26899,-0.24046,-775.709,-0.38549,-0.34461,0.35718,0.56936,31805.6,14.12954,59941.3,26.62874,-3911.47,-0.12298,-1.73766,18674,8.29587,123.644,0.00662,0.05493,13131.6,5.83367,-4035.114,-0.30728,-1.79259,0.04847,0.03112,-1410.6,-0.62665,-584.51,-0.02494,-0.25967,-1797.6,-0.79858,-2054.8,-0.91284,-225.242,-0.01273,-0.10006,644.2,0.28618,-359.268,-0.01171,-0.1596,0
3g17_2,0.59742,0.69898,53871.8,11.91063,0,108526,23.99425,-14942,-0.27736,-3.30356,24675.7,5.4556,-98.5403,-0.00399,-0.02179,29196.1,6.45503,-14843.4597,-0.50841,-3.28177,252,0.71152,947.506,-633.124,-0.6682,-0.13998,-659.249,-0.69577,-0.14575,1995.19,-679.222,-0.34043,-0.15017,-954.161,-0.47823,-0.21096,0.57725,0.68726,55142.5,12.19158,110033,24.32744,-14280.3,-0.25897,-3.15726,26640.3,5.88996,113.749,0.00427,0.02515,28502.2,6.30161,-14394.049,-0.50502,-3.18241,0.02018,0.01172,-1270.7,-0.28094,-661.7,-0.01839,-0.1463,-1507,-0.33319,-1964.6,-0.43436,-212.2893,-0.00826,-0.04694,693.9,0.15342,-449.4107,-0.00339,-0.09936,0
3g45_1,0.51881,0.65745,71505.8,11.96349,0,142375,23.82048,-17989.6,-0.25158,-3.0098,31957.9,5.34681,-2264.32,-0.07085,-0.37884,39547.9,6.61668,-15725.28,-0.39763,-2.63097,249,0.27475,903.136,-162.567,-0.18,-0.0272,-165.093,-0.1828,-0.02762,3053.42,-692.701,-0.22686,-0.11589,-643.634,-0.21079,-0.10769,0.51828,0.6611,72657.3,12.15615,143561,24.01891,-18141.2,-0.24968,-3.03517,33928.2,5.67646,-2535.83,-0.07474,-0.42426,38729.1,6.47969,-15605.37,-0.40294,-2.6109,0.00052,-0.00365,-1151.5,-0.19266,151.6,-0.0019,0.02536,-1186,-0.19843,-1970.3,-0.32965,271.51,0.00389,0.04543,818.8,0.13699,-119.91,0.00531,-0.02006,0
3g48_2,0.44063,0.61618,22224.8,13.44513,0,43380.4,26.24344,-2736.77,-0.12314,-1.65564,12935.6,7.82553,1522.58,0.1177,0.9211,9289.2,5.6196,-4259.35,-0.45853,-2.57674,116,0.33893,440.067,-122.726,-0.27888,-0.07424,-116.761,-0.26533,-0.07064,1178.3,-192.979,-0.16378,-0.11674,-212.25,-0.18013,-0.1284,0.43478,0.62355,22845.6,13.82069,44103.9,26.68113,-2688.14,-0.11767,-1.62622,13888.1,8.40175,1479.13,0.1065,0.89482,8957.5,5.41894,-4167.27,-0.46523,-2.52103,0.00584,-0.00737,-620.8,-0.37556,-48.63,-0.00547,-0.02942,-723.5,-0.43769,-952.5,-0.57623,43.45,0.0112,0.02629,331.7,0.20067,-92.08,0.0067,-0.0557,0
3g7p_1,0.36929,0.57682,29299.9,13.41571,0,56069.5,25.67285,-3441.75,-0.11747,-1.57589,15902.5,7.28136,607.154,0.03818,0.278,13397.4,6.13434,-4048.904,-0.30222,-1.85389,154,0.50111,637.321,-361.607,-0.56739,-0.16557,-387.226,-0.60758,-0.1773,1927.5,-474.652,-0.24625,-0.21733,-671.72,-0.34849,-0.30756,0.33069,0.54817,30118.3,13.79043,57034.8,26.11484,-2771.64,-0.09203,-1.26907,17238.6,7.89313,994.344,0.05768,0.45529,12879.7,5.8973,-3765.984,-0.2924,-1.72435,0.0386,0.02865,-818.4,-0.37473,-670.11,-0.02544,-0.30683,-965.3,-0.44199,-1336.1,-0.61177,-387.19,-0.0195,-0.17728,517.7,0.23704,-282.92,-0.00982,-0.12954,0
3gff_1,0.48836,0.63772,59125.6,12.13331,0,117895,24.19352,-12476.6,-0.21102,-2.56035,27481.3,5.6395,505.36,0.01839,0.10371,31644.3,6.4938,-12981.96,-0.41025,-2.66406,198,0.55941,777.032,-519.139,-0.66811,-0.10653,-521.428,-0.67105,-0.107,1987.4,-379.693,-0.19105,-0.07792,-715.343,-0.35994,-0.1468,0.47591,0.63234,60194.6,12.35268,119136,24.44818,-11799,-0.19601,-2.4213,29126.2,5.97706,764.704,0.02625,0.15693,31068.4,6.37562,-12563.704,-0.40439,-2.57823,0.01245,0.00538,-1069,-0.21937,-677.6,-0.015,-0.13905,-1241,-0.25467,-1644.9,-0.33755,-259.344,-0.00787,-0.05322,575.9,0.11818,-418.256,-0.00586,-0.08583,0
3ghy_3,0.56923,0.71705,56749.9,12.14421,0,113505,24.28954,-14032.3,-0.24727,-3.00285,25344.7,5.42365,633.769,0.02501,0.13562,31405.2,6.72056,-14666.069,-0.46699,-3.13847,261,0.59696,1056.17,-580.021,-0.54917,-0.12412,-639.452,-0.60544,-0.13684,2108.37,-811.45,-0.38487,-0.17365,-1036.62,-0.49167,-0.22183,0.5467,0.70089,58174.2,12.449,115378,24.69035,-13027.4,-0.22394,-2.7878,27483.4,5.88132,1201.06,0.0437,0.25702,30690.8,6.56769,-14228.46,-0.46361,-3.04482,0.02254,0.01616,-1424.3,-0.30479,-1004.9,-0.02333,-0.21504,-1873,-0.40081,-2138.7,-0.45767,-567.291,-0.0187,-0.1214,714.4,0.15288,-437.609,-0.00339,-0.09365,0
3glv_1,0.51836,0.68991,24822.1,12.92818,0,48762.5,25.39714,-5173.29,-0.20841,-2.69442,13016.1,6.77922,194.822,0.01497,0.10147,11806,6.14896,-5368.112,-0.45469,-2.79589,161,0.65382,729.374,-509.546,-0.69861,-0.26539,-506.536,-0.69448,-0.26382,1568.28,-484.148,-0.30871,-0.25216,-692.702,-0.4417,-0.36078,0.47311,0.65814,25782.7,13.42849,50029.7,26.05714,-4358.27,-0.16904,-2.26993,14519.5,7.56224,603.478,0.04156,0.31431,11263.2,5.86625,-4961.748,-0.44053,-2.58424,0.04525,0.03177,-960.6,-0.50031,-815.02,-0.03938,-0.42449,-1267.2,-0.66,-1503.4,-0.78302,-408.656,-0.0266,-0.21284,542.8,0.28271,-406.364,-0.01417,-0.21165,0
3gor_1,0.44889,0.61394,30774.2,12.63309,0,59805,24.55049,-5883.72,-0.19119,-2.41532,15114.6,6.20468,-384.676,-0.02545,-0.15791,15659.6,6.42841,-5499.044,-0.35116,-2.25741,250,0.43946,1002.84,-575.701,-0.57407,-0.23633,-570.112,-0.5685,-0.23404,2163.28,-533.879,-0.24679,-0.21916,-787.323,-0.36395,-0.3232,0.41564,0.59125,32150.5,13.19807,61507.7,25.24947,-5143.66,-0.15999,-2.11152,17180.3,7.05267,-52.9926,-0.00308,-0.02175,14970.2,6.1454,-5090.6674,-0.34005,-2.08976,0.03325,0.0227,-1376.3,-0.56498,-740.06,-0.0312,-0.3038,-1702.7,-0.69897,-2065.7,-0.84799,-331.6834,-0.02237,-0.13616,689.4,0.283,-408.3766,-0.01111,-0.16764,0
3grl_1,0.58717,0.70364,112472,11.99062,0,224093,23.89051,-30009.2,-0.26681,-3.19928,48812.8,5.20392,-1497.9,-0.03069,-0.15969,63659.2,6.7867,-28511.3,-0.44787,-3.03958,384,0.42412,1492.24,-652.335,-0.43715,-0.06955,-760.278,-0.50949,-0.08105,4163.1,-719.168,-0.17275,-0.07667,-1177.85,-0.28293,-0.12557,0.58012,0.70048,114423,12.19861,226287,24.12441,-29149.5,-0.25475,-3.10762,52008.5,5.54462,-1150.21,-0.02212,-0.12262,62414.5,6.654,-27999.29,-0.4486,-2.985,0.00705,0.00316,-1951,-0.208,-859.7,-0.01206,-0.09165,-2194,-0.2339,-3195.7,-0.34069,-347.69,-0.00857,-0.03707,1244.7,0.1327,-512.01,0.00073,-0.05459,0
3gty_7,0.45352,0.61818,92903.2,13.64217,0,179654,26.38091,-21801.6,-0.23467,-3.20141,52486.8,7.70731,-8390.95,-0.15987,-1.23215,40416.4,5.93486,-13410.65,-0.33181,-1.96926,280,0.42533,1138.7,-523.674,-0.45989,-0.0769,-561.246,-0.49288,-0.08241,3981.4,-989.489,-0.24853,-0.1453,-1225.68,-0.30785,-0.17998,0.44139,0.62305,94377.6,13.85868,181105,26.59398,-21443.7,-0.22721,-3.14885,54970.7,8.07206,-8433.43,-0.15342,-1.23839,39406.9,5.78662,-13010.27,-0.33015,-1.91047,0.01213,-0.00487,-1474.4,-0.21651,-357.9,-0.00746,-0.05256,-1451,-0.21307,-2483.9,-0.36474,42.48,-0.00645,0.00624,1009.5,0.14824,-400.38,-0.00166,-0.05879,0
3gw2_1,0.5392,0.72877,18434.3,13.37758,0,35019.5,25.41328,-4168.71,-0.22614,-3.02519,9476.22,6.87679,-491.441,-0.05186,-0.35663,8958.08,6.50078,-3677.269,-0.4105,-2.66856,320,0.57052,1325.19,-660.253,-0.49823,-0.47914,-757.056,-0.57128,-0.54939,2715.69,-904.326,-0.333,-0.65626,-1202.64,-0.44285,-0.87274,0.44653,0.66949,20261.7,14.7037,37375,27.12264,-2979.96,-0.14707,-2.16253,12149,8.8164,308.856,0.02542,0.22413,8112.7,5.8873,-3288.816,-0.40539,-2.38666,0.09267,0.05928,-1827.4,-1.32612,-1188.75,-0.07907,-0.86266,-2355.5,-1.70936,-2672.78,-1.93961,-800.297,-0.07728,-0.58077,845.38,0.61348,-388.453,-0.00511,-0.2819,0
3gz1_1,0.48723,0.63228,29313.5,12.70633,0,56176.1,24.35028,-6079.1,-0.20738,-2.63507,14866.4,6.44404,22.4996,0.00151,0.00975,14447.1,6.26229,-6101.5996,-0.42234,-2.64482,332,0.60116,1353.24,-1016.92,-0.75147,-0.4408,-1057.18,-0.78122,-0.45825,3099.8,-918.866,-0.29643,-0.39829,-1473.71,-0.47542,-0.6388,0.40156,0.58007,31152.2,13.50334,58383.1,25.30694,-4597.71,-0.14759,-1.99294,17643.4,7.64777,803.545,0.04554,0.34831,13508.8,5.85557,-5401.255,-0.39983,-2.34125,0.08568,0.05221,-1838.7,-0.79701,-1481.39,-0.05979,-0.64213,-2207,-0.95665,-2777,-1.20373,-781.0454,-0.04403,-0.33855,938.3,0.40672,-700.3446,-0.02251,-0.30357,0
3h1s_1,0.59189,0.71137,36735.4,11.88079,0,72673.8,23.50382,-10667.5,-0.29039,-3.45003,17249.7,5.57882,-1758.89,-0.10197,-0.56885,19485.7,6.30197,-8908.61,-0.45719,-2.88118,233,0.59419,920.33,-574.47,-0.6242,-0.18579,-564.036,-0.61286,-0.18242,1819.47,-680.214,-0.37385,-0.21999,-838.068,-0.46061,-0.27104,0.56722,0.6919,37966.4,12.27891,74241.4,24.0108,-10066.7,-0.26515,-3.25572,19133.5,6.18807,-1574.4,-0.08228,-0.50918,18832.9,6.09085,-8492.3,-0.45093,-2.74654,0.02468,0.01948,-1231,-0.39812,-600.8,-0.02524,-0.19431,-1567.6,-0.50699,-1883.8,-0.60925,-184.49,-0.01968,-0.05967,652.8,0.21113,-416.31,-0.00626,-0.13464,0
3h2d_1,0.4753,0.65894,27195.4,12.94403,0,52978.7,25.21594,-4879.61,-0.17943,-2.32252,13371.2,6.36421,561.82,0.04202,0.26741,13824.2,6.57982,-5441.43,-0.39362,-2.58992,239,0.39497,1007.03,-334.377,-0.33204,-0.15915,-355.11,-0.35263,-0.16902,1998.76,-381.59,-0.19091,-0.18162,-497.977,-0.24914,-0.23702,0.44785,0.638,28518.4,13.57373,54728.6,26.04883,-4209.93,-0.14762,-2.00377,15439,7.34841,963.599,0.06241,0.45864,13079.4,6.22532,-5173.529,-0.39555,-2.46241,0.02745,0.02095,-1323,-0.6297,-669.68,-0.03181,-0.31874,-1749.9,-0.83289,-2067.8,-0.9842,-401.779,-0.0204,-0.19123,744.8,0.3545,-267.901,0.00193,-0.12751,0
3h7l_3,0.51938,0.68324,101160,10.98849,0,206805,22.46415,-24111.5,-0.23835,-2.61911,39619.9,4.3037,-899.011,-0.02269,-0.09765,61540.1,6.68478,-23212.489,-0.37719,-2.52145,119,0.48292,408.387,-103.199,-0.2527,-0.01121,-99.4048,-0.24341,-0.0108,1165.03,-112.452,-0.09652,-0.01222,-164.239,-0.14097,-0.01784,0.51917,0.68444,101705,11.04769,207403,22.52911,-24055,-0.23652,-2.61297,40491.9,4.39842,-904.818,-0.02235,-0.09829,61213.1,6.64926,-23150.182,-0.37819,-2.51468,2e-04,-0.0012,-545,-0.0592,-56.5,-0.00183,-0.00614,-598,-0.06496,-872,-0.09472,5.807,-0.00035,0.00063,327,0.03552,-62.307,0.001,-0.00677,0
3hde_2,0.49841,0.64727,31004.6,12.76435,0,60277.7,24.81585,-5804.67,-0.18722,-2.38974,15502.8,6.38238,841.677,0.05429,0.34651,15501.8,6.38197,-6646.347,-0.42875,-2.73625,206,0.17438,789.966,-380.157,-0.48123,-0.15651,-375.17,-0.47492,-0.15445,2366.42,204.553,0.08644,0.08421,-139.588,-0.05899,-0.05747,0.48863,0.66006,32031.7,13.1872,61361.5,25.26204,-4850.68,-0.15143,-1.99699,17198.9,7.08065,1423.92,0.08279,0.58622,14832.8,6.10655,-6274.6,-0.42302,-2.5832,0.00978,-0.01279,-1027.1,-0.42285,-953.99,-0.03579,-0.39275,-1083.8,-0.44619,-1696.1,-0.69827,-582.243,-0.0285,-0.2397,669,0.27542,-371.747,-0.00572,-0.15305,0
3hdv_3,0.48098,0.66472,24129,13.22137,0,46906.8,25.70236,-3859.23,-0.15994,-2.11465,12842.9,7.03721,830.513,0.06467,0.45508,11286.1,6.18416,-4689.743,-0.41553,-2.56972,95,0.48342,401.029,-274.277,-0.68393,-0.15029,-286.057,-0.71331,-0.15674,912.823,-122.002,-0.13365,-0.06685,-294.618,-0.32275,-0.16143,0.4544,0.64493,24664.3,13.51468,47590.8,26.07715,-3309.56,-0.13418,-1.81346,13700.5,7.50712,1181.54,0.08624,0.64742,10963.8,6.00756,-4491.1,-0.40963,-2.46088,0.02658,0.01979,-535.3,-0.29332,-549.67,-0.02576,-0.30119,-684,-0.37479,-857.6,-0.46992,-351.027,-0.02157,-0.19234,322.3,0.1766,-198.643,-0.0059,-0.10885,0
3hf7_2,0.52822,0.6887,24934.3,12.82629,0,48530.6,24.9643,-4845.25,-0.19432,-2.49241,13097.1,6.73719,778.695,0.05946,0.40056,11837.2,6.08909,-5623.945,-0.47511,-2.89298,160,0.53382,603.6,-387.77,-0.64243,-0.19947,-387.511,-0.642,-0.19934,1560.63,-194.712,-0.12476,-0.10016,-447.082,-0.28648,-0.22998,0.48967,0.664,25739.6,13.24053,49514.5,25.47042,-4202.13,-0.16326,-2.16159,14366.8,7.39033,1100.77,0.07662,0.56624,11372.8,5.85021,-5302.9,-0.46628,-2.72783,0.03855,0.0247,-805.3,-0.41425,-643.12,-0.03107,-0.33082,-983.9,-0.50612,-1269.7,-0.65314,-322.075,-0.01716,-0.16568,464.4,0.23889,-321.045,-0.00883,-0.16515,0
3hgv_3,0.5111,0.64518,65750.3,12.10202,0,131984,24.29302,-15109.8,-0.22981,-2.78112,30549,5.62286,-125.768,-0.00412,-0.02315,35201.3,6.47916,-14984.032,-0.42567,-2.75797,266,0.26822,1025.68,-89.5646,-0.08732,-0.01649,-99.1087,-0.09663,-0.01824,2971.9,-122.659,-0.04127,-0.02258,-161.268,-0.05426,-0.02968,0.51234,0.65002,67092.6,12.34909,133524,24.57648,-15057.6,-0.22443,-2.77151,32772.8,6.03217,-160.01,-0.00488,-0.02945,34319.8,6.31692,-14897.59,-0.43408,-2.74206,-0.00124,-0.00484,-1342.3,-0.24706,-52.2,-0.00538,-0.00961,-1540,-0.28345,-2223.8,-0.40931,34.242,0.00077,0.0063,881.5,0.16225,-86.442,0.00841,-0.01591,0
3hh7_1,0.49871,0.71523,13653.7,13.02834,0,26218.6,25.01775,-2865.89,-0.2099,-2.73463,7837.02,7.47807,-337.44,-0.04306,-0.32198,5816.68,5.55027,-2528.45,-0.43469,-2.41264,156,0.64375,576.87,-352.284,-0.61068,-0.33615,-373.007,-0.6466,-0.35592,1195.86,-303.852,-0.25409,-0.28994,-489.422,-0.40926,-0.46701,0.40651,0.6403,14397.3,13.73788,27303.4,26.05286,-2119.47,-0.14721,-2.0224,9021.35,8.60816,151.636,0.01681,0.14469,5375.95,5.12972,-2271.106,-0.42246,-2.16709,0.0922,0.07493,-743.6,-0.70954,-746.42,-0.06269,-0.71223,-1084.8,-1.03511,-1184.33,-1.13009,-489.076,-0.05987,-0.46668,440.73,0.42054,-257.344,-0.01223,-0.24556,0
3hha_4,0.44379,0.62686,39714.7,11.82337,0,78558.4,23.38744,-7655.03,-0.19275,-2.27896,18968.5,5.64707,-297.241,-0.01567,-0.08849,20746.2,6.1763,-7357.789,-0.35466,-2.19047,122,0.33809,455.796,-107.264,-0.23533,-0.03193,-125.724,-0.27583,-0.03743,1143.82,-115.628,-0.10109,-0.03442,-178.049,-0.15566,-0.05301,0.43859,0.62656,40327,12.00566,79263.9,23.59747,-7472.5,-0.1853,-2.22462,19954.5,5.94061,-200.658,-0.01006,-0.05974,20372.5,6.06505,-7271.842,-0.35694,-2.16488,0.0052,3e-04,-612.3,-0.18229,-182.53,-0.00745,-0.05434,-705.5,-0.21003,-986,-0.29354,-96.583,-0.00561,-0.02875,373.7,0.11125,-85.947,0.00229,-0.02559,0
3hhv_1,0.6145,0.7212,19813.7,12.15564,0,39621.9,24.30791,-5252.82,-0.26511,-3.22259,9336,5.72761,176.92,0.01895,0.10854,10477.7,6.42804,-5429.74,-0.51822,-3.33113,188,0.5213,748.995,-307.794,-0.41094,-0.18883,-338.851,-0.45241,-0.20788,1599.44,-252.801,-0.15806,-0.15509,-446.187,-0.27896,-0.27373,0.57818,0.70282,20797.6,12.75926,40919.2,25.1038,-4523.17,-0.21749,-2.77495,10878.2,6.67374,664.398,0.06108,0.40761,9919.4,6.08552,-5187.568,-0.52297,-3.18256,0.03632,0.01839,-983.9,-0.60362,-729.65,-0.04763,-0.44764,-1297.3,-0.79589,-1542.2,-0.94613,-487.478,-0.04213,-0.29907,558.3,0.34252,-242.172,0.00475,-0.14857,0
3hie_3,0.52212,0.61962,33667.2,12.5577,0,66896.3,24.952,-7799.92,-0.23168,-2.90933,17665.1,6.589,-841.373,-0.04763,-0.31383,16002.1,5.96871,-6958.547,-0.43485,-2.5955,480,0.6389,2100.94,-1175.73,-0.55962,-0.43854,-1323.24,-0.62983,-0.49356,4553.94,-920.968,-0.20224,-0.34352,-1776.96,-0.3902,-0.6628,0.44878,0.58059,36326.7,13.54968,70499.9,26.29612,-5595.37,-0.15403,-2.08705,21937.4,8.18254,612.25,0.02791,0.22837,14389.3,5.36714,-6207.62,-0.43141,-2.31541,0.07334,0.03903,-2659.5,-0.99198,-2204.55,-0.07765,-0.82229,-3603.6,-1.34413,-4272.3,-1.59355,-1453.623,-0.07554,-0.54219,1612.8,0.60157,-750.927,-0.00345,-0.28009,0
